master_id,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,recency,tenure,segment,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,interested_in_categories_12
08fbb1c4-9d1b-11e9-9897-000d3a38a36f,3.0,3.0,360.46,1010.29,331.0,487.0,6,Ios App,Android App,2019-03-06,2020-07-05,2020-07-05,2020-02-27,[ERKEK]
a6202830-a384-11e9-a2fc-000d3a38a36f,4.0,1.0,139.99,264.96,171.0,622.0,6,Mobile,Mobile,2019-03-31,2020-12-12,2020-12-12,2019-03-31,[COCUK]
fb82156e-a59a-11e9-a2fc-000d3a38a36f,17.0,1.0,169.97,3923.16,113.0,1799.0,6,Android App,Android App,2016-03-07,2021-02-08,2021-02-08,2019-09-09,"[ERKEK, KADIN, AKTIFSPOR]"
723b9146-9f77-11e9-a2fc-000d3a38a36f,5.0,1.0,19.99,650.41,117.0,2610.0,6,Mobile,Desktop,2013-12-13,2021-02-04,2021-02-04,2019-09-10,[KADIN]
f9ecec80-15e6-11ea-aa74-000d3a38a36f,4.0,1.0,99.99,294.96,151.0,440.0,6,Android App,Android App,2019-10-19,2021-01-01,2021-01-01,2019-10-19,[KADIN]
c883bf08-71e8-11ea-adca-000d3a38a36f,3.0,1.0,80.49,828.6,134.0,337.0,6,Ios App,Ios App,2020-02-16,2021-01-18,2021-01-18,2020-02-16,"[ERKEK, KADIN]"
bef9167e-416c-11ea-96d9-000d3a38a36f,7.0,3.0,349.93,490.92,181.0,485.0,6,Android App,Offline,2019-08-05,2020-12-02,2020-06-16,2020-12-02,"[ERKEK, COCUK, KADIN]"
6ebaf5a8-a953-11e9-a2fc-000d3a38a36f,7.0,1.0,135.73,1040.86,227.0,1437.0,6,Ios App,Mobile,2016-11-10,2020-10-17,2020-10-17,2020-01-25,"[COCUK, KADIN]"
232068a8-52e5-11ea-9ade-000d3a38a36f,3.0,1.0,169.99,742.84,192.0,314.0,6,Ios App,Ios App,2020-01-12,2020-11-21,2020-11-21,2020-01-12,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
0d6fd5c8-a52c-11e9-a2fc-000d3a38a36f,4.0,1.0,39.99,350.95,150.0,513.0,6,Android App,Android App,2019-08-08,2021-01-02,2021-01-02,2019-08-08,"[AKTIFCOCUK, AKTIFSPOR]"
a1bbc92e-86c9-11ea-b356-000d3a38a36f,5.0,1.0,109.98,404.91,117.0,285.0,6,Ios App,Offline,2020-04-25,2021-02-04,2020-07-18,2021-02-04,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
4f24f744-b01e-11e9-9757-000d3a38a36f,5.0,1.0,106.48,896.01,257.0,545.0,6,Mobile,Mobile,2019-03-22,2020-09-17,2020-09-17,2020-02-28,[ERKEK]
6cd040a0-a8d0-11e9-a2fc-000d3a38a36f,4.0,2.0,99.98,561.94,274.0,504.0,6,Android App,Offline,2019-04-15,2020-08-31,2020-06-22,2020-08-31,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
aa3d2a8c-a54e-11e9-a2fc-000d3a38a36f,7.0,1.0,50.49,587.96,188.0,1147.0,6,Android App,Android App,2017-10-05,2020-11-25,2020-11-25,2020-03-10,"[ERKEK, KADIN]"
8969abe6-f7c9-11e9-841e-000d3a38a36f,5.0,2.0,143.97,509.17,108.0,511.0,6,Android App,Android App,2019-09-21,2021-02-13,2021-02-13,2019-10-26,[KADIN]
3d967d94-ab51-11e9-a2fc-000d3a38a36f,3.0,1.0,79.98,505.3,151.0,363.0,6,Android App,Mobile,2020-01-04,2021-01-01,2021-01-01,2020-01-04,[ERKEK]
e51104a0-aa9c-11e9-a2fc-000d3a38a36f,5.0,2.0,199.97,629.94,186.0,1259.0,6,Android App,Android App,2017-06-17,2020-11-27,2020-11-27,2020-07-12,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
89a14180-b04a-11e9-9757-000d3a38a36f,6.0,4.0,289.94,353.41,265.0,811.0,6,Android App,Android App,2018-06-21,2020-09-09,2020-09-09,2020-08-22,[AKTIFCOCUK]
ebcdbc94-27a5-11ea-aaaa-000d3a38a36f,5.0,2.0,372.87,699.9,189.0,475.0,6,Android App,Android App,2019-08-07,2020-11-24,2020-11-24,2019-08-07,[ERKEK]
099cde06-acb0-11e9-a2fc-000d3a38a36f,5.0,1.0,49.98,887.91,171.0,979.0,6,Mobile,Mobile,2018-04-08,2020-12-12,2020-12-12,2019-03-19,[ERKEK]
1282652e-faec-11e9-b138-000d3a38a36f,6.0,1.0,139.99,1300.92,181.0,413.0,6,Android App,Android App,2019-10-16,2020-12-02,2020-12-02,2019-10-16,"[ERKEK, KADIN, AKTIFSPOR]"
121ab022-d6ad-11e9-93bc-000d3a38a36f,7.0,4.0,431.16,1005.48,132.0,509.0,6,Desktop,Desktop,2019-08-30,2021-01-20,2021-01-20,2020-09-06,"[ERKEK, KADIN, AKTIFSPOR]"
cafed9b4-a5ad-11e9-a2fc-000d3a38a36f,6.0,3.0,271.45,653.39,79.0,948.0,6,Android App,Android App,2018-08-09,2021-03-14,2021-03-14,2020-01-18,"[AKTIFCOCUK, AKTIFSPOR]"
33a106de-418c-11ea-96d9-000d3a38a36f,4.0,1.0,49.99,1387.66,343.0,321.0,6,Desktop,Desktop,2019-08-07,2020-06-23,2020-06-23,2019-08-07,"[ERKEK, AKTIFSPOR]"
becb3258-1a53-11ea-941b-000d3a38a36f,3.0,1.0,50.49,601.91,136.0,416.0,6,Android App,Android App,2019-11-27,2021-01-16,2021-01-16,2020-10-18,[ERKEK]
505f30e0-d650-11e9-93bc-000d3a38a36f,3.0,1.0,119.97,753.96,78.0,571.0,6,Android App,Android App,2019-08-22,2021-03-15,2021-03-15,2019-08-22,"[ERKEK, AKTIFSPOR]"
0ad7af60-aa23-11e9-a2fc-000d3a38a36f,4.0,1.0,30.48,500.48,244.0,832.0,6,Android App,Offline,2018-06-21,2020-09-30,2020-05-18,2020-09-30,[COCUK]
713bc57c-a9bd-11e9-a2fc-000d3a38a36f,6.0,1.0,98.98,632.91,252.0,1643.0,6,Desktop,Desktop,2016-03-24,2020-09-22,2020-09-22,2019-10-11,[KADIN]
af6919c0-a518-11e9-a2fc-000d3a38a36f,10.0,1.0,79.99,1187.17,313.0,735.0,6,Android App,Desktop,2018-07-19,2020-07-23,2020-07-23,2019-10-05,"[AKTIFCOCUK, ERKEK, KADIN]"
e8ed0550-b209-11e9-89fa-000d3a38a36f,4.0,1.0,49.99,546.91,353.0,325.0,6,Desktop,Desktop,2019-07-24,2020-06-13,2020-06-13,2019-07-24,"[ERKEK, AKTIFSPOR]"
7fa47f2a-5bc7-11ea-84c2-000d3a38a36f,13.0,1.0,59.99,2840.45,124.0,411.0,6,Android App,Mobile,2019-12-14,2021-01-28,2021-01-28,2019-12-14,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
b9035724-d69c-11e9-93bc-000d3a38a36f,2.0,1.0,169.97,826.89,149.0,493.0,6,Android App,Android App,2019-08-29,2021-01-03,2021-01-03,2019-08-29,"[AKTIFCOCUK, AKTIFSPOR]"
a873004e-2b42-11ea-9d27-000d3a38a36f,5.0,2.0,180.72,618.98,348.0,280.0,6,Android App,Android App,2019-09-12,2020-06-18,2020-06-18,2020-06-18,"[ERKEK, KADIN, AKTIFSPOR]"
9e9b2a6e-aba5-11e9-a2fc-000d3a38a36f,4.0,2.0,359.89,655.82,80.0,1394.0,6,Android App,Offline,2017-05-19,2021-03-13,2020-12-19,2021-03-13,[AKTIFSPOR]
37d91996-aa5e-11e9-a2fc-000d3a38a36f,3.0,2.0,79.98,239.88,117.0,1253.0,6,Mobile,Offline,2017-08-31,2021-02-04,2018-02-13,2021-02-04,[COCUK]
ecae08c2-4f2c-11ea-99ba-000d3a38a36f,4.0,1.0,129.99,595.87,136.0,410.0,6,Ios App,Ios App,2019-12-03,2021-01-16,2021-01-16,2019-12-03,"[AKTIFCOCUK, COCUK]"
c8056b08-abc3-11e9-a2fc-000d3a38a36f,3.0,2.0,139.98,369.25,170.0,1322.0,6,Mobile,Mobile,2017-05-01,2020-12-13,2020-12-13,2019-09-14,[ERKEK]
f91f4b9e-dd5b-11ea-9c1f-000d3a38a36f,6.0,3.0,260.71,844.92,292.0,306.0,6,Android App,Offline,2019-10-12,2020-08-13,2019-11-11,2020-08-13,"[ERKEK, COCUK, KADIN]"
45389172-869d-11ea-b356-000d3a38a36f,16.0,1.0,52.98,2976.2,92.0,810.0,6,Android App,Android App,2018-12-12,2021-03-01,2021-03-01,2020-03-15,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
4f7400f4-9d87-11e9-9897-000d3a38a36f,6.0,1.0,109.99,458.97,127.0,1919.0,6,Android App,Offline,2015-10-25,2021-01-25,2019-10-27,2021-01-25,[AKTIFSPOR]
f0ea2ac6-7a68-11ea-8f20-000d3a38a36f,14.0,1.0,79.99,2173.62,136.0,1882.0,6,Ios App,Desktop,2015-11-22,2021-01-16,2021-01-16,2019-10-23,"[ERKEK, KADIN, AKTIFSPOR]"
82bd3c18-b0f2-11e9-9757-000d3a38a36f,4.0,1.0,109.98,681.91,70.0,450.0,6,Android App,Android App,2019-12-29,2021-03-23,2021-03-23,2019-12-29,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
35b7a63e-9dd2-11e9-9897-000d3a38a36f,4.0,1.0,59.99,885.11,107.0,1236.0,6,Ios App,Ios App,2017-09-27,2021-02-14,2021-02-14,2019-08-21,"[AKTIFCOCUK, ERKEK, COCUK]"
148aeb04-d6d7-11e9-93bc-000d3a38a36f,4.0,1.0,279.98,469.92,270.0,369.0,6,Android App,Android App,2019-09-01,2020-09-04,2020-09-04,2019-09-01,"[COCUK, KADIN]"
19e194d2-4ac6-11ea-8533-000d3a38a36f,4.0,3.0,374.95,597.94,248.0,441.0,6,Android App,Android App,2019-07-13,2020-09-26,2020-09-26,2020-01-12,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
1a224e76-5b12-11ea-ae42-000d3a38a36f,6.0,1.0,60.49,505.41,135.0,354.0,6,Ios App,Ios App,2020-01-29,2021-01-17,2021-01-17,2020-01-29,"[ERKEK, KADIN]"
cfb77152-b118-11e9-9757-000d3a38a36f,3.0,1.0,89.99,710.1,333.0,415.0,6,Desktop,Desktop,2019-05-15,2020-07-03,2020-07-03,2019-12-14,[AKTIFSPOR]
e12381d8-a69b-11e9-a2fc-000d3a38a36f,7.0,2.0,237.95,687.32,253.0,2479.0,6,Desktop,Desktop,2013-12-08,2020-09-21,2020-09-21,2019-12-07,[ERKEK]
4d815d7a-aafa-11e9-a2fc-000d3a38a36f,4.0,1.0,219.98,1058.17,215.0,1440.0,6,Desktop,Desktop,2016-11-19,2020-10-29,2020-10-29,2019-10-30,[AKTIFSPOR]
fdbebc0a-d60b-11e9-93bc-000d3a38a36f,5.0,1.0,99.99,2126.09,76.0,472.0,6,Android App,Android App,2019-12-01,2021-03-17,2021-03-17,2019-12-01,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
291baf02-b14f-11e9-9757-000d3a38a36f,5.0,1.0,29.99,429.56,247.0,476.0,6,Android App,Android App,2019-06-09,2020-09-27,2020-09-27,2019-07-21,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
5c57c506-a851-11e9-a2fc-000d3a38a36f,10.0,1.0,354.49,2296.35,196.0,156.0,6,Android App,Offline,2020-06-14,2020-11-17,2020-11-08,2020-11-17,"[KADIN, AKTIFSPOR]"
d4cb135a-ad22-11e9-a2fc-000d3a38a36f,5.0,1.0,179.87,507.68,84.0,1234.0,6,Mobile,Offline,2017-10-22,2021-03-09,2019-01-03,2021-03-09,[KADIN]
6b81f270-47ea-11ea-b6c0-000d3a38a36f,3.0,1.0,164.97,557.45,80.0,525.0,6,Android App,Android App,2019-10-05,2021-03-13,2021-03-13,2019-10-05,[AKTIFSPOR]
08ce95e8-aac9-11e9-a2fc-000d3a38a36f,16.0,1.0,52.48,2637.35,237.0,1446.0,6,Android App,Android App,2016-10-22,2020-10-07,2020-10-07,2020-06-12,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
b008ffda-b1d4-11e9-89fa-000d3a38a36f,7.0,1.0,89.99,1219.81,184.0,434.0,6,Android App,Android App,2019-09-22,2020-11-29,2020-11-29,2019-09-22,"[COCUK, KADIN, AKTIFSPOR]"
809a86a2-acba-11e9-a2fc-000d3a38a36f,5.0,1.0,239.99,682.94,356.0,1023.0,6,Android App,Desktop,2017-08-22,2020-06-10,2020-06-10,2019-09-22,[AKTIFSPOR]
1a7c6ffc-fedb-11e9-a5e8-000d3a38a36f,8.0,1.0,134.99,1824.22,321.0,226.0,6,Ios App,Ios App,2019-12-02,2020-07-15,2020-07-15,2019-12-02,[AKTIFSPOR]
6c0d8a8c-1f73-11ea-87bf-000d3a38a36f,3.0,1.0,49.99,559.9,135.0,512.0,6,Android App,Android App,2019-08-24,2021-01-17,2021-01-17,2019-08-24,"[AKTIFCOCUK, COCUK]"
c2ef9aa4-3fc4-11ea-aa6b-000d3a38a36f,4.0,1.0,224.97,849.89,308.0,325.0,6,Android App,Android App,2019-09-07,2020-07-28,2020-07-28,2019-09-07,"[COCUK, KADIN, AKTIFSPOR]"
d49e4498-d65c-11e9-93bc-000d3a38a36f,3.0,1.0,120.49,443.96,200.0,459.0,6,Android App,Android App,2019-08-12,2020-11-13,2020-11-13,2020-05-27,"[ERKEK, AKTIFSPOR]"
c3740548-aa80-11e9-a2fc-000d3a38a36f,10.0,2.0,109.98,938.54,203.0,1298.0,6,Android App,Mobile,2017-04-22,2020-11-10,2020-11-10,2019-08-17,"[ERKEK, COCUK]"
7e7ae1de-1207-11ea-916f-000d3a38a36f,5.0,1.0,69.99,569.12,201.0,468.0,6,Android App,Android App,2019-08-02,2020-11-12,2020-11-12,2019-08-02,[AKTIFSPOR]
15beef68-ad86-11e9-a2fc-000d3a38a36f,4.0,1.0,99.99,749.91,91.0,720.0,6,Android App,Android App,2019-03-13,2021-03-02,2021-03-02,2019-08-23,[ERKEK]
1d713fd0-a7ec-11e9-a2fc-000d3a38a36f,7.0,3.0,615.7,1219.77,113.0,2052.0,6,Mobile,Offline,2015-06-28,2021-02-08,2021-02-07,2021-02-08,"[AKTIFCOCUK, AKTIFSPOR]"
59f36122-a41d-11e9-a2fc-000d3a38a36f,4.0,1.0,219.99,652.92,259.0,1616.0,6,Ios App,Ios App,2016-04-13,2020-09-15,2020-09-15,2019-04-13,[AKTIFSPOR]
bb0f3dd2-a6bb-11e9-a2fc-000d3a38a36f,10.0,4.0,500.37,2847.16,138.0,1582.0,6,Mobile,Mobile,2016-09-15,2021-01-14,2021-01-14,2020-07-02,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
8288eac2-afde-11e9-9757-000d3a38a36f,4.0,2.0,149.97,469.52,109.0,707.0,6,Android App,Android App,2019-03-08,2021-02-12,2021-02-12,2019-09-14,[]
038af2d8-aa25-11e9-a2fc-000d3a38a36f,4.0,2.0,260.48,766.86,291.0,1505.0,6,Android App,Offline,2016-07-01,2020-08-14,2020-08-10,2020-08-14,[AKTIFSPOR]
34519094-b00f-11e9-9757-000d3a38a36f,4.0,1.0,245.72,901.88,316.0,155.0,6,Android App,Android App,2020-02-16,2020-07-20,2020-07-20,2020-02-16,"[ERKEK, KADIN, AKTIFSPOR]"
28692168-4a04-11ea-b0b1-000d3a38a36f,4.0,1.0,69.99,476.94,362.0,308.0,6,Android App,Android App,2019-08-01,2020-06-04,2020-06-04,2019-08-01,[KADIN]
03c9a6a2-a68f-11e9-a2fc-000d3a38a36f,9.0,4.0,251.44,1946.25,116.0,2538.0,6,Android App,Android App,2014-02-24,2021-02-05,2021-02-05,2020-02-16,"[AKTIFCOCUK, ERKEK, KADIN]"
683002c6-ad79-11e9-a2fc-000d3a38a36f,3.0,2.0,199.98,404.99,260.0,980.0,6,Mobile,Offline,2018-01-08,2020-09-14,2020-04-16,2020-09-14,[ERKEK]
ee0403aa-a8c6-11e9-a2fc-000d3a38a36f,8.0,2.0,60.73,937.9,132.0,1638.0,6,Android App,Android App,2016-07-27,2021-01-20,2021-01-20,2019-09-12,[KADIN]
dbea66e8-a72a-11e9-a2fc-000d3a38a36f,3.0,1.0,80.48,424.93,332.0,2043.0,6,Mobile,Offline,2014-11-30,2020-07-04,2018-01-23,2020-07-04,[KADIN]
1230161a-edf0-11e9-9346-000d3a38a36f,4.0,2.0,169.97,301.35,266.0,566.0,6,Android App,Android App,2019-02-20,2020-09-08,2020-09-08,2019-09-28,[ERKEK]
05627624-5fcb-11ea-8dd8-000d3a38a36f,4.0,1.0,140.74,462.47,106.0,398.0,6,Ios App,Android App,2020-01-14,2021-02-15,2021-02-15,2020-09-09,[ERKEK]
2f66b260-a779-11e9-a2fc-000d3a38a36f,3.0,2.0,159.97,508.55,245.0,1039.0,6,Desktop,Desktop,2017-11-25,2020-09-29,2020-09-29,2019-09-07,"[ERKEK, AKTIFSPOR]"
2b60a666-a6ad-11e9-a2fc-000d3a38a36f,14.0,1.0,15.99,1425.66,238.0,2458.0,6,Mobile,Desktop,2014-01-13,2020-10-06,2020-10-06,2019-12-08,"[ERKEK, KADIN]"
ceb3c208-af0e-11e9-a2fc-000d3a38a36f,4.0,2.0,277.7,429.95,113.0,429.0,6,Mobile,Mobile,2019-12-07,2021-02-08,2021-02-08,2020-02-15,"[ERKEK, KADIN]"
5cd66a3c-1881-11ea-9213-000d3a38a36f,3.0,2.0,314.96,576.15,238.0,365.0,6,Ios App,Ios App,2019-10-07,2020-10-06,2020-10-06,2019-12-28,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
4d868c1e-1eb3-11ea-aa32-000d3a38a36f,4.0,1.0,134.97,1192.85,355.0,260.0,6,Android App,Android App,2019-09-25,2020-06-11,2020-06-11,2019-09-25,[KADIN]
bc012638-f139-11e9-9346-000d3a38a36f,6.0,2.0,315.46,1961.51,330.0,499.0,6,Ios App,Ios App,2019-02-23,2020-07-06,2020-07-06,2020-02-13,[AKTIFSPOR]
7ce3629c-75f8-11ea-b23f-000d3a38a36f,6.0,1.0,29.99,1162.69,223.0,666.0,6,Android App,Android App,2018-12-25,2020-10-21,2020-10-21,2020-02-18,"[KADIN, AKTIFSPOR]"
2fc73138-ab27-11e9-a2fc-000d3a38a36f,3.0,1.0,269.99,559.97,116.0,1218.0,6,Desktop,Offline,2017-10-06,2021-02-05,2017-10-06,2021-02-05,[AKTIFSPOR]
5fcd7ab2-aea2-11e9-a2fc-000d3a38a36f,12.0,1.0,97.48,1630.01,82.0,1054.0,6,Android App,Android App,2018-04-22,2021-03-11,2021-03-11,2020-05-15,"[ERKEK, COCUK, AKTIFSPOR]"
0bd3d1b6-a4f9-11e9-a2fc-000d3a38a36f,5.0,1.0,79.99,613.8,93.0,962.0,6,Android App,Android App,2018-07-12,2021-02-28,2021-02-28,2019-09-09,[AKTIFSPOR]
32fa78da-a580-11e9-a2fc-000d3a38a36f,6.0,1.0,69.98,444.89,323.0,1190.0,6,Mobile,Offline,2017-04-10,2020-07-13,2019-02-16,2020-07-13,"[AKTIFCOCUK, ERKEK]"
1ef083ce-b3ea-11ea-a71c-000d3a38a36f,9.0,1.0,200.95,549.91,81.0,264.0,6,Android App,Offline,2020-06-21,2021-03-12,2020-06-22,2021-03-12,[AKTIFSPOR]
86b2f248-baca-11eb-a757-000d3a38a36f,2.0,1.0,12.99,749.96,188.0,1224.0,6,Desktop,Desktop,2017-07-20,2020-11-25,2020-11-25,2019-09-24,[AKTIFSPOR]
938e5e20-a51f-11e9-a2fc-000d3a38a36f,11.0,1.0,139.99,1255.96,110.0,979.0,6,Ios App,Offline,2018-06-08,2021-02-11,2020-10-07,2021-02-11,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
319d9fb2-aac1-11e9-a2fc-000d3a38a36f,7.0,3.0,229.97,1126.47,84.0,1592.0,6,Mobile,Mobile,2016-10-29,2021-03-09,2021-03-09,2019-12-24,"[COCUK, AKTIFSPOR]"
2fcec834-a975-11e9-a2fc-000d3a38a36f,4.0,1.0,29.98,677.87,96.0,599.0,6,Mobile,Mobile,2019-07-07,2021-02-25,2021-02-25,2019-07-07,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
f41a38d2-4b31-11ea-a626-000d3a38a36f,4.0,1.0,29.99,815.91,84.0,583.0,6,Android App,Android App,2019-08-04,2021-03-09,2021-03-09,2019-08-04,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
7c71877e-aa3a-11e9-a2fc-000d3a38a36f,4.0,1.0,249.99,406.88,105.0,445.0,6,Ios App,Offline,2019-11-29,2021-02-16,2020-09-21,2021-02-16,"[COCUK, AKTIFSPOR]"
4a469624-6469-11ea-a507-000d3a38a36f,3.0,1.0,154.97,659.92,178.0,268.0,6,Ios App,Ios App,2020-03-12,2020-12-05,2020-12-05,2020-03-12,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
194b9676-ab2a-11e9-a2fc-000d3a38a36f,5.0,3.0,1185.62,1597.85,120.0,1509.0,6,Mobile,Mobile,2016-12-15,2021-02-01,2021-02-01,2020-11-29,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
ea7ca7aa-a722-11e9-a2fc-000d3a38a36f,20.0,2.0,170.73,1775.79,190.0,2341.0,6,Android App,Desktop,2014-06-27,2020-11-23,2020-11-23,2020-01-25,"[ERKEK, KADIN]"
ed1900a0-d7a9-11e9-93bc-000d3a38a36f,5.0,2.0,309.97,805.36,73.0,552.0,6,Android App,Android App,2019-09-15,2021-03-20,2021-03-20,2019-10-13,"[AKTIFCOCUK, KADIN]"
d3c2fc04-26f6-11ea-aaaa-000d3a38a36f,8.0,1.0,64.98,1325.92,126.0,674.0,6,Android App,Android App,2019-03-24,2021-01-26,2021-01-26,2019-03-24,"[KADIN, AKTIFSPOR]"
2939f2ca-ddb7-11e9-9cd3-000d3a38a36f,10.0,1.0,49.99,2659.67,226.0,395.0,6,Android App,Mobile,2019-09-19,2020-10-18,2020-10-18,2019-09-19,"[ERKEK, KADIN, AKTIFSPOR]"
4eab7f5e-3c73-11ea-b550-000d3a38a36f,5.0,2.0,309.97,478.94,72.0,596.0,6,Android App,Android App,2019-08-03,2021-03-21,2021-03-21,2020-12-29,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
fcc3d354-afc2-11e9-9757-000d3a38a36f,3.0,2.0,390.63,650.9,192.0,666.0,6,Android App,Android App,2019-01-25,2020-11-21,2020-11-21,2020-03-01,"[ERKEK, COCUK]"
56591d72-a0d0-11e9-a2fc-000d3a38a36f,2.0,1.0,119.99,871.12,202.0,641.0,6,Android App,Android App,2019-02-09,2020-11-11,2020-11-11,2019-02-09,"[KADIN, AKTIFSPOR]"
718c1c64-b031-11e9-9757-000d3a38a36f,5.0,3.0,430.7,1383.8,130.0,682.0,6,Android App,Android App,2019-03-12,2021-01-22,2021-01-22,2020-12-18,"[ERKEK, AKTIFSPOR]"
8103d6aa-a5dc-11e9-a2fc-000d3a38a36f,4.0,1.0,269.97,529.92,172.0,437.0,6,Android App,Android App,2019-10-01,2020-12-11,2020-12-11,2019-10-01,[ERKEK]
50a81a06-0185-11eb-9c30-000d3a38a36f,23.0,1.0,49.99,2494.19,192.0,1545.0,6,Desktop,Desktop,2016-08-29,2020-11-21,2020-11-21,2020-09-27,"[ERKEK, KADIN]"
1a9088c8-e460-11ea-b769-000d3a38a36f,6.0,2.0,230.86,276.37,123.0,2760.0,6,Mobile,Offline,2013-07-10,2021-01-29,2016-04-09,2021-01-29,"[AKTIFCOCUK, ERKEK]"
b9eb3016-ff29-11e9-a5e8-000d3a38a36f,7.0,1.0,242.97,1801.44,187.0,481.0,6,Ios App,Ios App,2019-08-03,2020-11-26,2020-11-26,2019-08-03,"[AKTIFCOCUK, ERKEK, AKTIFSPOR]"
ed3ae452-3ed0-11ea-b794-000d3a38a36f,7.0,3.0,195.94,1016.71,113.0,2310.0,6,Ios App,Offline,2014-10-13,2021-02-08,2019-11-22,2021-02-08,"[ERKEK, KADIN]"
115dca02-ad59-11e9-a2fc-000d3a38a36f,7.0,1.0,85.73,2411.67,298.0,992.0,6,Ios App,Offline,2017-11-19,2020-08-07,2020-05-25,2020-08-07,[KADIN]
f2a301fa-4c6b-11eb-806e-000d3a38a36f,4.0,1.0,29.99,1394.69,119.0,114.0,6,Android App,Android App,2020-10-11,2021-02-02,2021-02-02,2020-10-11,"[COCUK, AKTIFSPOR]"
0a9011fe-2f71-11ea-bb80-000d3a38a36f,13.0,1.0,99.99,1458.87,284.0,379.0,6,Mobile,Mobile,2019-08-08,2020-08-21,2020-08-21,2019-08-08,[ERKEK]
c5f8c8e4-1b73-11ea-9812-000d3a38a36f,3.0,3.0,170.95,647.83,146.0,509.0,6,Android App,Offline,2019-08-16,2021-01-06,2020-10-07,2021-01-06,"[KADIN, AKTIFSPOR]"
398d5b60-2552-11eb-a59b-000d3a38a36f,26.0,1.0,49.99,3170.74,86.0,1961.0,6,Android App,Android App,2015-10-24,2021-03-07,2021-03-07,2019-06-30,"[AKTIFCOCUK, COCUK, KADIN]"
2e0c5fe4-ac26-11e9-a2fc-000d3a38a36f,5.0,1.0,164.98,568.0,234.0,938.0,6,Mobile,Mobile,2018-03-17,2020-10-10,2020-10-10,2019-11-10,[AKTIFCOCUK]
1e1e9600-a821-11e9-a2fc-000d3a38a36f,10.0,1.0,100.49,868.86,118.0,2147.0,6,Mobile,Desktop,2015-03-20,2021-02-03,2021-02-03,2020-02-12,[KADIN]
720c3a58-ad51-11e9-a2fc-000d3a38a36f,9.0,2.0,149.97,853.66,80.0,1363.0,6,Mobile,Offline,2017-06-19,2021-03-13,2021-03-02,2021-03-13,"[ERKEK, COCUK, KADIN]"
d3eb500a-ab86-11e9-a2fc-000d3a38a36f,6.0,1.0,19.98,999.83,112.0,1150.0,6,Android App,Offline,2017-12-17,2021-02-09,2021-01-30,2021-02-09,"[COCUK, AKTIFSPOR]"
eb8c7994-a737-11e9-a2fc-000d3a38a36f,3.0,1.0,119.99,243.97,231.0,2085.0,6,Mobile,Mobile,2015-01-28,2020-10-13,2020-10-13,2019-06-24,[KADIN]
bf50c3fc-ad5a-11e9-a2fc-000d3a38a36f,9.0,2.0,179.97,1206.72,193.0,1099.0,6,Android App,Mobile,2017-11-17,2020-11-20,2020-11-20,2019-08-17,[AKTIFSPOR]
ca44b72e-b088-11e9-9757-000d3a38a36f,5.0,1.0,28.98,617.94,68.0,732.0,6,Desktop,Desktop,2019-03-24,2021-03-25,2021-03-25,2019-11-30,[ERKEK]
21b9e10e-8b09-11ea-8ec0-000d3a38a36f,7.0,1.0,120.97,737.34,105.0,292.0,6,Android App,Offline,2020-04-30,2021-02-16,2020-11-12,2021-02-16,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
11fb8f1e-9e25-11e9-9897-000d3a38a36f,10.0,1.0,130.73,776.4,185.0,190.0,6,Android App,Android App,2020-05-22,2020-11-28,2020-11-28,2020-11-11,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
a757269c-5282-11ea-8850-000d3a38a36f,4.0,2.0,300.73,482.94,144.0,367.0,6,Mobile,Mobile,2020-01-07,2021-01-08,2021-01-08,2020-11-06,"[COCUK, KADIN, AKTIFSPOR]"
2fd82712-aed9-11e9-a2fc-000d3a38a36f,3.0,1.0,99.99,951.79,118.0,808.0,6,Android App,Android App,2018-11-18,2021-02-03,2021-02-03,2019-04-14,[ERKEK]
