master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12
90fe9264-390e-11ea-85d6-000d3a38a36f,Android App,Android App,2019-08-04,2021-02-17,2021-02-17,2019-10-31,4.0,3.0,269.97,557.92,"[KADIN, AKTIFSPOR]"
b2aedbfa-1080-11ea-8ce6-000d3a38a36f,Ios App,Offline,2019-11-07,2021-01-26,2019-11-07,2021-01-26,1.0,1.0,90.87,119.98,"[ERKEK, AKTIFSPOR]"
52603714-1fd3-11ea-87bf-000d3a38a36f,Mobile,Mobile,2019-02-05,2020-09-19,2020-09-19,2019-02-05,1.0,1.0,64.98,319.98,[AKTIFSPOR]
fd7e5126-ac7e-11e9-a2fc-000d3a38a36f,Android App,Mobile,2018-02-21,2021-01-06,2021-01-06,2019-10-31,12.0,2.0,145.47,2168.17,"[AKTIFCOCUK, AKTIFSPOR]"
d09061fc-15e4-11ea-aa74-000d3a38a36f,Ios App,Ios App,2019-07-11,2020-06-02,2020-06-02,2019-11-19,1.0,2.0,259.98,160.99,[AKTIFSPOR]
f95682ba-ae60-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-26,2021-01-19,2018-10-26,2021-01-19,1.0,5.0,592.33,218.0,"[AKTIFCOCUK, ERKEK]"
213fa4ae-9d69-11e9-9897-000d3a38a36f,Android App,Android App,2013-10-14,2021-05-12,2021-05-12,2019-11-29,8.0,1.0,139.98,638.21,[ERKEK]
7fb1dcec-73db-11eb-b35d-000d3a38a36f,Android App,Offline,2021-02-17,2021-03-10,2021-02-17,2021-03-10,1.0,2.0,319.98,219.9,"[AKTIFCOCUK, AKTIFSPOR]"
1c2fc692-765d-11ea-b23f-000d3a38a36f,Android App,Android App,2019-11-10,2021-05-24,2021-05-24,2019-11-10,9.0,1.0,99.99,1830.85,"[ERKEK, KADIN, AKTIFSPOR]"
42615772-a6e2-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-04-13,2021-04-08,2019-04-13,2021-04-08,1.0,2.0,459.45,59.99,[KADIN]
95db666c-d721-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-14,2020-11-11,2020-11-11,2020-07-10,1.0,6.0,670.93,81.42,[KADIN]
cfa2c7aa-5fc0-11ea-8dd8-000d3a38a36f,Mobile,Offline,2020-01-20,2020-10-14,2020-01-20,2020-10-14,1.0,1.0,120.73,89.99,[AKTIFSPOR]
c644de38-a106-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-02-16,2020-10-29,2020-03-08,2020-10-29,3.0,5.0,748.65,669.86,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
d0fa9424-f13f-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-17,2021-04-23,2021-04-23,2019-10-17,5.0,1.0,109.99,671.31,[COCUK]
f0aa9db2-e8ad-11ea-8145-000d3a38a36f,Ios App,Ios App,2019-10-28,2020-09-18,2020-09-18,2020-05-17,2.0,5.0,666.91,139.89,[ERKEK]
3afa5dec-ee10-11e9-9346-000d3a38a36f,Mobile,Desktop,2019-10-13,2020-08-24,2020-08-24,2019-10-13,2.0,1.0,119.99,399.98,[AKTIFSPOR]
cbf83e3c-7b94-11eb-960b-000d3a38a36f,Mobile,Mobile,2021-03-02,2021-04-04,2021-04-04,2021-03-02,1.0,1.0,110.98,162.94,[AKTIFSPOR]
177b16c2-b166-11e9-89fa-000d3a38a36f,Android App,Android App,2019-06-18,2021-02-23,2021-02-23,2019-07-30,6.0,1.0,59.99,597.88,[ERKEK]
7e7a5cde-11f6-11ea-916f-000d3a38a36f,Android App,Android App,2019-11-10,2020-12-20,2020-12-20,2020-06-28,5.0,1.0,49.99,826.87,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
e4d0bb14-a7a1-11e9-a2fc-000d3a38a36f,Mobile,Offline,2015-04-07,2021-04-15,2020-10-09,2021-04-15,4.0,2.0,310.96,536.79,"[KADIN, AKTIFSPOR]"
97cd83d8-abb6-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-08-12,2020-06-24,2018-01-15,2020-06-24,2.0,1.0,343.88,279.97,"[KADIN, AKTIFSPOR]"
59852de8-1aa5-11ea-98d5-000d3a38a36f,Android App,Offline,2019-11-29,2021-03-29,2019-11-29,2021-03-29,1.0,1.0,94.99,152.49,[]
5045c252-b019-11e9-9757-000d3a38a36f,Android App,Android App,2019-09-16,2020-11-19,2020-11-19,2019-09-16,3.0,1.0,299.9,424.38,[AKTIFSPOR]
badc226e-62d9-11ea-a6dc-000d3a38a36f,Android App,Android App,2020-03-07,2020-10-05,2020-10-05,2020-03-07,3.0,1.0,49.99,448.97,[ERKEK]
2e22d7a8-a3d7-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-06,2020-11-27,2020-11-27,2020-10-14,1.0,9.0,1455.56,160.0,"[ERKEK, KADIN, AKTIFSPOR]"
896d511a-b151-11e9-9757-000d3a38a36f,Desktop,Offline,2019-06-10,2021-02-04,2020-12-26,2021-02-04,3.0,1.0,59.98,381.44,"[AKTIFCOCUK, COCUK]"
d5219bfe-b1b3-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-18,2021-03-19,2021-03-19,2019-07-18,1.0,1.0,69.99,119.99,[ERKEK]
9d643c08-9d12-11ea-a27a-000d3a38a36f,Mobile,Offline,2020-05-22,2021-03-23,2020-05-22,2021-03-23,1.0,2.0,1067.96,89.99,"[ERKEK, KADIN, AKTIFSPOR]"
c6d098e2-af9d-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2018-06-04,2020-11-16,2020-11-16,2020-02-23,4.0,3.0,499.97,462.46,[ERKEK]
0018c6aa-ab6c-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-12-01,2021-01-26,2021-01-26,2019-12-01,1.0,1.0,109.99,207.92,[AKTIFCOCUK]
043e49e0-9f4a-11e9-9897-000d3a38a36f,Desktop,Offline,2020-02-23,2021-04-12,2020-05-10,2021-04-12,1.0,3.0,813.86,111.99,[AKTIFSPOR]
8e075d40-24e9-11ea-bf27-000d3a38a36f,Ios App,Offline,2019-08-23,2020-11-04,2020-10-25,2020-11-04,1.0,4.0,599.97,239.0,[KADIN]
6267a534-d668-11e9-93bc-000d3a38a36f,Desktop,Offline,2018-03-22,2020-08-12,2018-03-22,2020-08-12,1.0,4.0,319.95,129.49,[KADIN]
e35bbd56-240b-11ea-a30f-000d3a38a36f,Desktop,Offline,2019-07-18,2020-08-01,2020-06-06,2020-08-01,1.0,46.0,3197.19,49.98,"[ERKEK, AKTIFSPOR]"
4cd32950-af53-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-12-03,2021-05-23,2021-05-23,2020-01-26,2.0,3.0,220.47,257.6,[]
1f339ade-5bdd-11ea-94c8-000d3a38a36f,Android App,Android App,2019-12-10,2020-11-19,2020-11-19,2020-02-05,2.0,3.0,540.71,244.98,[AKTIFSPOR]
c600f582-5bab-11ea-b8eb-000d3a38a36f,Android App,Android App,2019-12-09,2021-04-30,2021-04-30,2019-12-20,4.0,1.0,199.99,731.07,[]
b5b9f96a-2ed5-11ea-8467-000d3a38a36f,Android App,Android App,2019-08-06,2020-09-29,2020-09-29,2019-08-06,1.0,1.0,229.98,295.47,"[ERKEK, AKTIFSPOR]"
66b845f6-7cb9-11ea-80af-000d3a38a36f,Android App,Android App,2017-05-29,2021-05-24,2021-05-24,2019-03-18,18.0,1.0,49.99,2345.31,"[COCUK, AKTIFSPOR]"
3d9f2aee-fa2e-11e9-b138-000d3a38a36f,Android App,Android App,2015-09-29,2020-06-29,2020-06-29,2019-10-29,4.0,1.0,112.98,521.76,[KADIN]
f5e59c82-2b52-11ea-9d27-000d3a38a36f,Android App,Android App,2019-09-21,2021-05-20,2021-05-20,2019-09-21,8.0,1.0,89.99,812.91,"[KADIN, AKTIFSPOR]"
381563be-9e5c-11e9-9897-000d3a38a36f,Android App,Android App,2018-05-15,2020-11-28,2020-11-28,2019-08-24,17.0,1.0,29.99,2803.88,"[ERKEK, AKTIFSPOR]"
f4f3a5da-295e-11ea-b87a-000d3a38a36f,Mobile,Offline,2019-09-07,2021-02-15,2020-11-24,2021-02-15,2.0,5.0,491.34,210.98,"[ERKEK, AKTIFSPOR]"
1a567cae-d63e-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-08-20,2020-07-16,2019-12-14,2020-07-16,1.0,2.0,817.77,135.99,[AKTIFSPOR]
ad872c6e-611a-11ea-8dd8-000d3a38a36f,Android App,Android App,2019-10-04,2021-05-04,2021-05-04,2020-02-04,5.0,2.0,179.97,643.56,"[ERKEK, KADIN]"
8cdcadb4-a738-11e9-a2fc-000d3a38a36f,Ios App,Offline,2013-12-31,2021-01-22,2018-11-09,2021-01-22,8.0,3.0,215.83,808.86,"[COCUK, KADIN]"
be03c010-ee07-11e9-9346-000d3a38a36f,Android App,Android App,2020-02-08,2021-05-26,2021-05-26,2020-02-08,1.0,1.0,119.98,88.59,[]
97fc8fba-1f5c-11ea-87bf-000d3a38a36f,Desktop,Desktop,2019-04-22,2020-10-02,2020-10-02,2020-06-15,2.0,4.0,589.91,264.98,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
9b59f962-8cae-11ea-8f41-000d3a38a36f,Android App,Offline,2019-12-21,2020-07-18,2020-05-03,2020-07-18,1.0,2.0,145.48,83.99,[KADIN]
d8d3a0f4-b108-11e9-9757-000d3a38a36f,Mobile,Offline,2019-05-09,2020-12-22,2020-12-17,2020-12-22,4.0,1.0,129.99,299.96,[COCUK]
b2f06c30-a8a4-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-03-10,2020-12-11,2017-10-23,2020-12-11,2.0,2.0,139.98,187.98,[KADIN]
6676e5e8-fbc7-11e9-b138-000d3a38a36f,Ios App,Desktop,2019-04-11,2021-01-07,2021-01-07,2020-01-07,4.0,3.0,330.71,718.98,"[ERKEK, AKTIFSPOR]"
80393b84-99b0-11ea-a274-000d3a38a36f,Android App,Android App,2020-05-18,2021-02-19,2021-02-19,2020-05-18,1.0,1.0,79.98,54.99,[AKTIFSPOR]
d565a88a-74fe-11ea-bb48-000d3a38a36f,Android App,Offline,2019-07-07,2021-04-13,2020-09-17,2021-04-13,2.0,3.0,191.36,341.94,"[COCUK, AKTIFSPOR]"
0e0edc56-1a2d-11ea-941b-000d3a38a36f,Android App,Android App,2019-11-27,2021-01-18,2021-01-18,2019-11-27,1.0,1.0,229.99,266.62,[AKTIFSPOR]
a71ea79e-b099-11e9-9757-000d3a38a36f,Mobile,Mobile,2020-07-22,2020-12-08,2020-12-08,2020-07-22,1.0,1.0,140.73,177.26,"[COCUK, AKTIFSPOR]"
371dee96-a5b3-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-10-16,2021-05-27,2021-05-27,2021-02-18,13.0,1.0,90.98,1831.48,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
aa9c475c-a728-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2014-11-28,2021-03-27,2021-03-27,2019-10-16,2.0,1.0,59.99,312.97,[ERKEK]
361bbe02-2644-11eb-8a9b-000d3a38a36f,Mobile,Mobile,2020-11-13,2021-05-14,2021-05-14,2021-01-19,1.0,2.0,99.98,270.73,"[COCUK, KADIN]"
391d0d20-d66f-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-24,2021-04-18,2021-04-18,2019-08-26,3.0,2.0,179.98,494.94,"[ERKEK, AKTIFSPOR]"
cb131298-a734-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-12-09,2021-02-10,2014-12-09,2021-02-10,1.0,2.0,115.86,169.98,[AKTIFSPOR]
13898978-1c13-11ea-ac4f-000d3a38a36f,Mobile,Mobile,2019-08-24,2020-12-12,2020-12-12,2019-08-24,1.0,1.0,79.99,284.99,[AKTIFSPOR]
e41bc0a0-e1db-11e9-957d-000d3a38a36f,Ios App,Offline,2019-08-05,2021-02-24,2020-05-10,2021-02-24,1.0,7.0,971.14,160.96,[AKTIFSPOR]
a92e8728-f141-11e9-9346-000d3a38a36f,Desktop,Desktop,2019-11-06,2020-06-03,2020-06-03,2019-11-06,1.0,1.0,59.99,335.98,[AKTIFSPOR]
23d60316-ae53-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-24,2021-03-10,2018-10-24,2021-03-10,1.0,3.0,554.92,349.98,[AKTIFCOCUK]
41351cf8-b0fb-11e9-9757-000d3a38a36f,Mobile,Offline,2019-05-04,2020-06-08,2019-05-04,2020-06-08,1.0,2.0,400.72,293.99,[ERKEK]
006981e0-66eb-11ea-82da-000d3a38a36f,Mobile,Mobile,2020-02-05,2020-11-27,2020-11-27,2020-02-05,1.0,1.0,120.49,113.99,[]
c65aa730-ab57-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-11-13,2021-01-25,2017-11-13,2021-01-25,1.0,2.0,150.87,179.0,[KADIN]
c486f762-5b3b-11ea-b4be-000d3a38a36f,Ios App,Desktop,2020-02-24,2021-03-10,2021-03-10,2020-02-24,7.0,1.0,170.48,1937.34,"[ERKEK, AKTIFSPOR]"
3302af88-1866-11ea-9213-000d3a38a36f,Ios App,Desktop,2019-09-14,2021-04-20,2021-04-20,2020-08-05,5.0,2.0,144.96,1128.41,[KADIN]
9e7a2064-29ce-11eb-b280-000d3a38a36f,Android App,Android App,2020-11-18,2021-01-23,2021-01-23,2020-11-18,3.0,1.0,510.71,299.97,"[ERKEK, KADIN]"
38091c80-1305-11ea-a001-000d3a38a36f,Ios App,Ios App,2019-04-16,2020-12-01,2020-12-01,2020-11-18,4.0,2.0,221.22,827.8,"[ERKEK, KADIN, AKTIFSPOR]"
dcd0120a-aeec-11e9-a2fc-000d3a38a36f,Ios App,Offline,2018-11-21,2021-03-13,2020-10-22,2021-03-13,2.0,1.0,349.99,587.19,[]
db749d00-addd-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-07,2020-12-11,2019-12-22,2020-12-11,2.0,1.0,174.98,363.88,[KADIN]
4b49142e-c77f-11ea-b185-000d3a38a36f,Mobile,Offline,2020-07-16,2021-05-27,2021-02-14,2021-05-27,1.0,2.0,321.28,107.99,"[AKTIFCOCUK, COCUK]"
8bd258a8-987b-11ea-9d91-000d3a38a36f,Ios App,Offline,2020-05-16,2021-05-28,2020-05-16,2021-05-28,1.0,1.0,680.97,363.44,[AKTIFSPOR]
39e2d340-d92e-11e9-93bc-000d3a38a36f,Android App,Android App,2019-09-17,2021-01-12,2021-01-12,2019-09-17,1.0,1.0,24.98,219.9,[AKTIFSPOR]
bb9dbb7e-707e-11ea-8369-000d3a38a36f,Mobile,Mobile,2020-02-08,2021-02-21,2021-02-21,2020-02-08,1.0,1.0,80.49,74.99,[ERKEK]
fd40e28e-2c01-11ea-91ab-000d3a38a36f,Ios App,Ios App,2019-03-25,2021-04-01,2021-04-01,2019-03-25,3.0,1.0,199.0,1111.18,[AKTIFSPOR]
5a07efce-7056-11ea-b40c-000d3a38a36f,Mobile,Mobile,2020-02-07,2021-05-03,2021-05-03,2020-02-07,1.0,1.0,80.49,473.64,[AKTIFSPOR]
66211102-4f4d-11ea-99ba-000d3a38a36f,Android App,Android App,2019-12-04,2021-03-25,2021-03-25,2019-12-04,3.0,1.0,149.98,562.61,"[ERKEK, COCUK, AKTIFSPOR]"
cbd773fa-a0d5-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-12,2020-11-27,2020-11-27,2019-02-12,1.0,1.0,49.99,89.99,[ERKEK]
3031b986-c034-11ea-9c44-000d3a38a36f,Android App,Android App,2020-07-07,2021-05-10,2021-05-10,2020-07-07,1.0,1.0,170.73,166.92,"[ERKEK, COCUK, KADIN]"
3289dd62-dde5-11e9-a848-000d3a38a36f,Android App,Android App,2019-09-21,2020-06-10,2020-06-10,2019-10-15,3.0,3.0,469.96,338.52,"[KADIN, AKTIFSPOR]"
584bfc60-7510-11eb-afbc-000d3a38a36f,Android App,Offline,2018-10-07,2021-05-28,2020-12-04,2021-05-28,3.0,3.0,497.79,456.27,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
409ed1f2-ab52-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-01-11,2021-02-22,2021-02-16,2021-02-22,12.0,3.0,280.41,1369.47,[KADIN]
394cdd9e-28a7-11eb-8a9b-000d3a38a36f,Mobile,Desktop,2017-06-13,2020-11-28,2020-11-28,2020-10-05,9.0,6.0,763.09,1371.95,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
45f5ff92-d607-11e9-93bc-000d3a38a36f,Android App,Mobile,2019-03-01,2021-04-08,2021-04-08,2020-06-25,3.0,2.0,295.72,519.72,[ERKEK]
cba2d23c-d611-11e9-93bc-000d3a38a36f,Android App,Offline,2019-08-14,2020-07-25,2020-04-15,2020-07-25,1.0,2.0,179.98,70.0,[KADIN]
a344bf84-ac14-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-08-15,2021-04-10,2018-11-24,2021-04-10,3.0,1.0,39.98,254.97,[]
fa150472-1f23-11ea-87bf-000d3a38a36f,Android App,Android App,2019-09-28,2020-09-24,2020-09-24,2019-09-28,1.0,1.0,79.99,224.99,[AKTIFSPOR]
fc7b58d8-5b32-11ea-963c-000d3a38a36f,Android App,Android App,2020-01-28,2020-09-07,2020-09-07,2020-01-28,1.0,1.0,50.49,242.95,[AKTIFSPOR]
29e6973e-4831-11ea-b6c0-000d3a38a36f,Mobile,Mobile,2019-11-21,2021-04-28,2021-04-28,2019-11-21,2.0,1.0,129.99,548.67,[]
27ea3442-5b30-11ea-9450-000d3a38a36f,Ios App,Offline,2020-01-03,2020-11-22,2020-10-13,2020-11-22,5.0,2.0,245.46,2995.0,"[AKTIFCOCUK, ERKEK]"
cdb31668-aebb-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-20,2021-05-27,2021-05-27,2019-08-07,2.0,2.0,199.96,417.91,[COCUK]
0ef550a2-9f97-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-31,2020-07-26,2019-03-28,2020-07-26,4.0,3.0,343.44,705.9,"[KADIN, AKTIFSPOR]"
bfc893da-714c-11ea-adca-000d3a38a36f,Mobile,Mobile,2020-01-12,2021-04-25,2021-04-25,2020-01-12,2.0,1.0,129.99,403.82,[AKTIFSPOR]
25899ba4-a819-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2015-03-11,2021-05-08,2021-05-08,2020-01-11,6.0,1.0,179.99,853.25,"[COCUK, AKTIFSPOR]"
9245bda6-a880-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-02-10,2021-02-09,2016-02-10,2021-02-09,1.0,1.0,229.98,79.99,[AKTIFSPOR]
b4d4f454-28aa-11ea-b87a-000d3a38a36f,Ios App,Offline,2019-05-22,2021-01-11,2020-11-28,2021-01-11,1.0,2.0,289.97,89.99,"[ERKEK, AKTIFSPOR]"
9b9fb43e-3875-11eb-a48e-000d3a38a36f,Android App,Android App,2020-12-07,2021-05-23,2021-05-23,2020-12-07,3.0,1.0,274.71,597.32,"[ERKEK, COCUK, KADIN]"
843181aa-deef-11e9-957d-000d3a38a36f,Mobile,Offline,2019-09-24,2020-07-13,2019-09-24,2020-07-13,1.0,2.0,129.98,99.99,"[COCUK, KADIN]"
06e41892-5b0f-11ea-be00-000d3a38a36f,Android App,Android App,2020-02-15,2020-09-30,2020-09-30,2020-02-15,4.0,1.0,109.99,383.96,[KADIN]
da533ea2-a434-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-04-16,2021-02-18,2020-12-18,2021-02-18,1.0,3.0,260.85,90.99,[ERKEK]
cf268736-2351-11ea-8523-000d3a38a36f,Android App,Android App,2019-07-20,2020-11-08,2020-11-08,2019-07-20,2.0,1.0,250.97,333.96,"[AKTIFCOCUK, AKTIFSPOR]"
42813208-564c-11ea-b9b9-000d3a38a36f,Ios App,Ios App,2019-12-07,2020-11-24,2020-11-24,2019-12-07,6.0,1.0,119.98,709.9,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
1d6f9d6e-a8a1-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-11-01,2021-05-20,2020-10-18,2021-05-20,2.0,3.0,276.85,204.98,[AKTIFCOCUK]
e0bdee38-ddc1-11e9-a848-000d3a38a36f,Desktop,Desktop,2019-09-20,2021-05-29,2021-05-29,2019-09-20,1.0,1.0,139.98,119.99,[]
69409670-9cee-11ea-a27a-000d3a38a36f,Mobile,Offline,2020-05-22,2020-07-18,2020-05-22,2020-07-18,1.0,1.0,19.99,107.13,[COCUK]
f32a347c-a8ac-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2016-03-23,2020-08-30,2020-08-30,2019-03-06,3.0,1.0,69.99,171.37,[ERKEK]
e4770ad6-ddd1-11e9-a848-000d3a38a36f,Mobile,Mobile,2019-09-21,2021-04-19,2021-04-19,2019-09-26,1.0,2.0,109.97,134.86,[]
445bd044-2bf2-11ea-91ab-000d3a38a36f,Ios App,Offline,2019-08-27,2020-10-04,2019-12-01,2020-10-04,1.0,3.0,450.47,457.48,[KADIN]
dd745a2e-5bb5-11ea-8b70-000d3a38a36f,Mobile,Mobile,2020-01-25,2021-02-19,2021-02-19,2020-01-25,2.0,1.0,321.2,339.18,"[ERKEK, AKTIFSPOR]"
bc9138e4-9806-11ea-9d91-000d3a38a36f,Android App,Android App,2017-01-14,2021-04-14,2021-04-14,2019-02-10,4.0,2.0,119.98,424.92,"[ERKEK, AKTIFSPOR]"
60d5bd36-b99d-11eb-a757-000d3a38a36f,Ios App,Ios App,2019-08-07,2021-05-22,2021-05-22,2019-09-24,1.0,2.0,248.99,414.9,[]
4eb068cc-1a11-11ea-941b-000d3a38a36f,Android App,Android App,2018-01-15,2020-10-28,2020-10-28,2020-07-25,20.0,2.0,70.74,1596.25,"[ERKEK, KADIN]"
d3a52572-8c67-11ea-8f41-000d3a38a36f,Android App,Offline,2020-05-06,2020-07-15,2020-06-28,2020-07-15,2.0,1.0,69.99,391.97,"[AKTIFCOCUK, KADIN]"
9d7a5ece-9fb7-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-07-02,2021-04-02,2019-07-02,2021-04-02,1.0,1.0,80.88,134.9,[]
d3a0a692-af2b-11e9-a2fc-000d3a38a36f,Ios App,Desktop,2020-05-06,2020-12-13,2020-12-13,2020-07-21,2.0,1.0,119.99,185.98,"[KADIN, AKTIFSPOR]"
a720b1d6-b11d-11e9-9757-000d3a38a36f,Android App,Android App,2019-04-30,2021-01-07,2021-01-07,2019-12-13,9.0,2.0,447.95,2494.22,"[ERKEK, AKTIFSPOR]"
be6004b0-97b7-11ea-9d91-000d3a38a36f,Android App,Offline,2020-05-13,2021-03-16,2021-03-12,2021-03-16,7.0,1.0,164.96,1187.52,"[COCUK, KADIN, AKTIFSPOR]"
52556028-a84b-11e9-a2fc-000d3a38a36f,Android App,Offline,2015-12-04,2021-04-29,2019-11-27,2021-04-29,2.0,2.0,231.37,174.98,[AKTIFCOCUK]
68c89f40-d894-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-09-16,2021-04-07,2021-04-07,2019-09-16,1.0,1.0,122.98,122.4,[]
37fa3b90-ddbb-11e9-9cd3-000d3a38a36f,Mobile,Mobile,2019-09-19,2020-12-17,2020-12-17,2019-11-13,1.0,2.0,192.97,225.58,[AKTIFSPOR]
c43e5100-1a64-11ea-941b-000d3a38a36f,Android App,Android App,2019-03-20,2020-11-27,2020-11-27,2019-03-20,3.0,1.0,59.99,306.96,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
16d389d4-a8dd-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-06-08,2021-01-26,2016-06-08,2021-01-26,1.0,2.0,220.94,132.98,"[KADIN, AKTIFSPOR]"
12e614f8-a12c-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-02-18,2020-07-18,2020-07-18,2019-07-09,1.0,2.0,232.98,49.99,[ERKEK]
ced881d0-74ff-11ea-bb48-000d3a38a36f,Android App,Android App,2015-07-09,2021-03-11,2021-03-11,2020-05-20,5.0,4.0,520.68,694.76,[]
8d54cf34-1c17-11ea-ac4f-000d3a38a36f,Desktop,Desktop,2019-11-16,2021-02-16,2021-02-16,2019-11-16,1.0,1.0,79.99,199.99,[AKTIFSPOR]
8bcfc792-7381-11ea-92d0-000d3a38a36f,Ios App,Offline,2020-04-01,2020-11-15,2020-04-01,2020-11-15,1.0,1.0,218.73,285.96,"[ERKEK, KADIN]"
676c6c5c-ae74-11e9-a2fc-000d3a38a36f,Ios App,Android App,2019-04-25,2021-05-16,2021-05-16,2019-09-14,11.0,1.0,89.99,2262.19,"[COCUK, KADIN, AKTIFSPOR]"
9613a882-a513-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-10-27,2020-07-22,2020-07-22,2019-04-04,7.0,1.0,139.98,795.91,[ERKEK]
47fdd274-5bc7-11ea-a986-000d3a38a36f,Mobile,Mobile,2020-01-06,2021-04-14,2021-04-14,2020-01-06,1.0,1.0,154.99,173.97,"[AKTIFCOCUK, COCUK]"
72b0001a-2606-11ea-8e1c-000d3a38a36f,Android App,Android App,2019-08-12,2020-06-20,2020-06-20,2019-08-12,1.0,1.0,49.99,179.98,[ERKEK]
965e18e4-e489-11e9-ad00-000d3a38a36f,Mobile,Offline,2019-10-23,2021-05-28,2019-10-23,2021-05-28,1.0,1.0,464.88,199.98,[KADIN]
5a7fdc42-b1c9-11e9-89fa-000d3a38a36f,Android App,Android App,2019-07-11,2021-05-21,2021-05-21,2021-05-20,8.0,2.0,229.98,1424.67,"[ERKEK, KADIN, AKTIFSPOR]"
7c82d624-5b55-11ea-99f3-000d3a38a36f,Android App,Android App,2019-10-19,2020-07-23,2020-07-23,2020-02-18,2.0,2.0,389.89,579.8,[AKTIFSPOR]
0dca2b3a-9d8f-11e9-9897-000d3a38a36f,Android App,Offline,2017-09-08,2021-04-07,2021-04-04,2021-04-07,14.0,2.0,263.02,1739.28,[KADIN]
940a233c-ac06-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-03-20,2020-11-27,2020-11-27,2020-09-05,2.0,2.0,380.37,288.91,"[AKTIFCOCUK, COCUK]"
89c72802-4ee5-11ea-99ba-000d3a38a36f,Android App,Android App,2019-07-13,2020-11-28,2020-11-28,2019-07-14,1.0,2.0,179.98,295.98,[KADIN]
64807e14-5ebb-11ea-be5b-000d3a38a36f,Mobile,Offline,2019-12-22,2020-08-23,2020-01-17,2020-08-23,2.0,1.0,49.99,477.19,[KADIN]
c8b641d8-63a3-11ea-a6dc-000d3a38a36f,Android App,Android App,2020-03-10,2021-04-17,2021-04-17,2020-03-10,1.0,1.0,80.49,230.0,[]
c38f247a-a4ec-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-06-20,2021-02-03,2021-02-03,2019-06-20,3.0,1.0,279.9,565.43,"[ERKEK, KADIN, AKTIFSPOR]"
7e5f25ca-aeac-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-07-16,2020-12-29,2020-11-10,2020-12-29,1.0,5.0,800.68,209.0,"[ERKEK, KADIN, AKTIFSPOR]"
530072b4-aa72-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-05-31,2021-05-18,2020-07-26,2021-05-18,2.0,3.0,249.93,558.9,"[ERKEK, KADIN]"
b8fd675c-ad8c-11ea-b736-000d3a38a36f,Desktop,Offline,2020-06-14,2020-09-06,2020-06-14,2020-09-06,1.0,1.0,69.99,119.97,"[KADIN, AKTIFSPOR]"
